Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,??,??,Notes
"Thu, Apr 24, 2014",8:00 PM,Oklahoma City Thunder,95,Memphis Grizzlies,98,Box Score,OT,
"Fri, Apr 25, 2014",7:00 PM,Toronto Raptors,98,Brooklyn Nets,102,Box Score,,
"Fri, Apr 25, 2014",10:30 PM,Houston Rockets,121,Portland Trail Blazers,116,Box Score,OT,
"Fri, Apr 25, 2014",8:00 PM,Chicago Bulls,100,Washington Wizards,97,Box Score,,
"Sat, Apr 26, 2014",2:00 PM,Indiana Pacers,91,Atlanta Hawks,88,Box Score,,
"Sat, Apr 26, 2014",7:00 PM,Miami Heat,98,Charlotte Bobcats,85,Box Score,,
"Sat, Apr 26, 2014",4:30 PM,San Antonio Spurs,108,Dallas Mavericks,109,Box Score,,
"Sat, Apr 26, 2014",9:30 PM,Oklahoma City Thunder,92,Memphis Grizzlies,89,Box Score,OT,
"Sun, Apr 27, 2014",7:00 PM,Toronto Raptors,87,Brooklyn Nets,79,Box Score,,
"Sun, Apr 27, 2014",3:30 PM,Los Angeles Clippers,97,Golden State Warriors,118,Box Score,,
"Sun, Apr 27, 2014",9:30 PM,Houston Rockets,120,Portland Trail Blazers,123,Box Score,OT,
"Sun, Apr 27, 2014",1:00 PM,Chicago Bulls,89,Washington Wizards,98,Box Score,,
"Mon, Apr 28, 2014",7:00 PM,Miami Heat,109,Charlotte Bobcats,98,Box Score,,
"Mon, Apr 28, 2014",9:30 PM,San Antonio Spurs,93,Dallas Mavericks,89,Box Score,,
"Mon, Apr 28, 2014",8:00 PM,Atlanta Hawks,107,Indiana Pacers,97,Box Score,,
"Tue, Apr 29, 2014",8:00 PM,Washington Wizards,75,Chicago Bulls,69,Box Score,,
"Tue, Apr 29, 2014",10:30 PM,Golden State Warriors,103,Los Angeles Clippers,113,Box Score,,
"Tue, Apr 29, 2014",9:00 PM,Memphis Grizzlies,100,Oklahoma City Thunder,99,Box Score,OT,
"Wed, Apr 30, 2014",9:30 PM,Portland Trail Blazers,98,Houston Rockets,108,Box Score,,
"Wed, Apr 30, 2014",7:00 PM,Dallas Mavericks,103,San Antonio Spurs,109,Box Score,,
"Wed, Apr 30, 2014",7:30 PM,Brooklyn Nets,113,Toronto Raptors,115,Box Score,,
"Thu, May 1, 2014",7:00 PM,Indiana Pacers,95,Atlanta Hawks,88,Box Score,,
"Thu, May 1, 2014",10:30 PM,Los Angeles Clippers,99,Golden State Warriors,100,Box Score,,
"Thu, May 1, 2014",8:00 PM,Oklahoma City Thunder,104,Memphis Grizzlies,84,Box Score,,
"Fri, May 2, 2014",7:00 PM,Toronto Raptors,83,Brooklyn Nets,97,Box Score,,
"Fri, May 2, 2014",8:00 PM,San Antonio Spurs,111,Dallas Mavericks,113,Box Score,,
"Fri, May 2, 2014",10:30 PM,Houston Rockets,98,Portland Trail Blazers,99,Box Score,,
"Sat, May 3, 2014",5:30 PM,Atlanta Hawks,80,Indiana Pacers,92,Box Score,,
"Sat, May 3, 2014",10:30 PM,Golden State Warriors,121,Los Angeles Clippers,126,Box Score,,
"Sat, May 3, 2014",8:00 PM,Memphis Grizzlies,109,Oklahoma City Thunder,120,Box Score,,
"Sun, May 4, 2014",3:30 PM,Dallas Mavericks,96,San Antonio Spurs,119,Box Score,,
"Sun, May 4, 2014",1:00 PM,Brooklyn Nets,104,Toronto Raptors,103,Box Score,,
"Mon, May 5, 2014",7:00 PM,Washington Wizards,102,Indiana Pacers,96,Box Score,,
"Mon, May 5, 2014",9:42 PM,Los Angeles Clippers,122,Oklahoma City Thunder,105,Box Score,,
"Tue, May 6, 2014",7:00 PM,Brooklyn Nets,86,Miami Heat,107,Box Score,,
"Tue, May 6, 2014",9:30 PM,Portland Trail Blazers,92,San Antonio Spurs,116,Box Score,,
"Wed, May 7, 2014",7:00 PM,Washington Wizards,82,Indiana Pacers,86,Box Score,,
"Wed, May 7, 2014",9:30 PM,Los Angeles Clippers,101,Oklahoma City Thunder,112,Box Score,,
"Thu, May 8, 2014",7:00 PM,Brooklyn Nets,82,Miami Heat,94,Box Score,,
"Thu, May 8, 2014",9:30 PM,Portland Trail Blazers,97,San Antonio Spurs,114,Box Score,,
"Fri, May 9, 2014",10:30 PM,Oklahoma City Thunder,118,Los Angeles Clippers,112,Box Score,,
"Fri, May 9, 2014",8:00 PM,Indiana Pacers,85,Washington Wizards,63,Box Score,,
"Sat, May 10, 2014",8:00 PM,Miami Heat,90,Brooklyn Nets,104,Box Score,,
"Sat, May 10, 2014",10:30 PM,San Antonio Spurs,118,Portland Trail Blazers,103,Box Score,,
"Sun, May 11, 2014",3:30 PM,Oklahoma City Thunder,99,Los Angeles Clippers,101,Box Score,,
"Sun, May 11, 2014",8:00 PM,Indiana Pacers,95,Washington Wizards,92,Box Score,,
"Mon, May 12, 2014",8:00 PM,Miami Heat,102,Brooklyn Nets,96,Box Score,,
"Mon, May 12, 2014",10:30 PM,San Antonio Spurs,92,Portland Trail Blazers,103,Box Score,,
"Tue, May 13, 2014",7:00 PM,Washington Wizards,102,Indiana Pacers,79,Box Score,,
"Tue, May 13, 2014",9:30 PM,Los Angeles Clippers,104,Oklahoma City Thunder,105,Box Score,,
"Wed, May 14, 2014",7:00 PM,Brooklyn Nets,94,Miami Heat,96,Box Score,,
"Wed, May 14, 2014",9:30 PM,Portland Trail Blazers,82,San Antonio Spurs,104,Box Score,,
"Thu, May 15, 2014",10:30 PM,Oklahoma City Thunder,104,Los Angeles Clippers,98,Box Score,,
"Thu, May 15, 2014",8:00 PM,Indiana Pacers,93,Washington Wizards,80,Box Score,,
"Sun, May 18, 2014",3:30 PM,Miami Heat,96,Indiana Pacers,107,Box Score,,
"Mon, May 19, 2014",9:00 PM,Oklahoma City Thunder,105,San Antonio Spurs,122,Box Score,,
"Tue, May 20, 2014",8:30 PM,Miami Heat,87,Indiana Pacers,83,Box Score,,
"Wed, May 21, 2014",9:00 PM,Oklahoma City Thunder,77,San Antonio Spurs,112,Box Score,,
"Sat, May 24, 2014",8:30 PM,Indiana Pacers,87,Miami Heat,99,Box Score,,
"Sun, May 25, 2014",8:30 PM,San Antonio Spurs,97,Oklahoma City Thunder,106,Box Score,,
"Mon, May 26, 2014",8:30 PM,Indiana Pacers,90,Miami Heat,102,Box Score,,
"Tue, May 27, 2014",9:00 PM,San Antonio Spurs,92,Oklahoma City Thunder,105,Box Score,,
"Wed, May 28, 2014",8:30 PM,Miami Heat,90,Indiana Pacers,93,Box Score,,
"Thu, May 29, 2014",9:00 PM,Oklahoma City Thunder,89,San Antonio Spurs,117,Box Score,,
"Fri, May 30, 2014",8:30 PM,Indiana Pacers,92,Miami Heat,117,Box Score,,
"Sat, May 31, 2014",8:30 PM,San Antonio Spurs,112,Oklahoma City Thunder,107,Box Score,OT,
"Thu, Jun 5, 2014",9:00 PM,Miami Heat,95,San Antonio Spurs,110,Box Score,,
"Sun, Jun 8, 2014",8:00 PM,Miami Heat,98,San Antonio Spurs,96,Box Score,,
"Tue, Jun 10, 2014",9:00 PM,San Antonio Spurs,111,Miami Heat,92,Box Score,,
"Thu, Jun 12, 2014",9:00 PM,San Antonio Spurs,107,Miami Heat,86,Box Score,,
"Sun, Jun 15, 2014",8:00 PM,Miami Heat,87,San Antonio Spurs,104,Box Score,,
"Sat, Apr 18, 2015",7:00 PM,Milwaukee Bucks,91,Chicago Bulls,103,Box Score,,
"Sat, Apr 18, 2015",3:30 PM,New Orleans Pelicans,99,Golden State Warriors,106,Box Score,,
"Sat, Apr 18, 2015",9:30 PM,Dallas Mavericks,108,Houston Rockets,118,Box Score,,
"Sat, Apr 18, 2015",12:30 PM,Washington Wizards,93,Toronto Raptors,86,Box Score,OT,
"Sun, Apr 19, 2015",5:30 PM,Brooklyn Nets,92,Atlanta Hawks,99,Box Score,,
"Sun, Apr 19, 2015",3:00 PM,Boston Celtics,100,Cleveland Cavaliers,113,Box Score,,
"Sun, Apr 19, 2015",10:30 PM,San Antonio Spurs,92,Los Angeles Clippers,107,Box Score,,
"Sun, Apr 19, 2015",8:00 PM,Portland Trail Blazers,86,Memphis Grizzlies,100,Box Score,,
"Mon, Apr 20, 2015",8:00 PM,Milwaukee Bucks,82,Chicago Bulls,91,Box Score,,
"Mon, Apr 20, 2015",10:30 PM,New Orleans Pelicans,87,Golden State Warriors,97,Box Score,,
"Tue, Apr 21, 2015",7:00 PM,Boston Celtics,91,Cleveland Cavaliers,99,Box Score,,
"Tue, Apr 21, 2015",9:30 PM,Dallas Mavericks,99,Houston Rockets,111,Box Score,,
"Tue, Apr 21, 2015",8:00 PM,Washington Wizards,117,Toronto Raptors,106,Box Score,,
"Wed, Apr 22, 2015",7:00 PM,Brooklyn Nets,91,Atlanta Hawks,96,Box Score,,
"Wed, Apr 22, 2015",10:30 PM,San Antonio Spurs,111,Los Angeles Clippers,107,Box Score,OT,
"Wed, Apr 22, 2015",8:00 PM,Portland Trail Blazers,82,Memphis Grizzlies,97,Box Score,,
"Thu, Apr 23, 2015",7:00 PM,Cleveland Cavaliers,103,Boston Celtics,95,Box Score,,
"Thu, Apr 23, 2015",8:00 PM,Chicago Bulls,113,Milwaukee Bucks,106,Box Score,2OT,
"Thu, Apr 23, 2015",9:30 PM,Golden State Warriors,123,New Orleans Pelicans,119,Box Score,OT,
"Fri, Apr 24, 2015",7:00 PM,Houston Rockets,130,Dallas Mavericks,128,Box Score,,
"Fri, Apr 24, 2015",9:30 PM,Los Angeles Clippers,73,San Antonio Spurs,100,Box Score,,
"Fri, Apr 24, 2015",8:00 PM,Toronto Raptors,99,Washington Wizards,106,Box Score,,
"Sat, Apr 25, 2015",3:00 PM,Atlanta Hawks,83,Brooklyn Nets,91,Box Score,,
"Sat, Apr 25, 2015",5:30 PM,Chicago Bulls,90,Milwaukee Bucks,92,Box Score,,
"Sat, Apr 25, 2015",8:00 PM,Golden State Warriors,109,New Orleans Pelicans,98,Box Score,,
"Sat, Apr 25, 2015",10:30 PM,Memphis Grizzlies,115,Portland Trail Blazers,109,Box Score,,
"Sun, Apr 26, 2015",1:00 PM,Cleveland Cavaliers,101,Boston Celtics,93,Box Score,,
"Sun, Apr 26, 2015",9:00 PM,Houston Rockets,109,Dallas Mavericks,121,Box Score,,
"Sun, Apr 26, 2015",3:30 PM,Los Angeles Clippers,114,San Antonio Spurs,105,Box Score,,
"Sun, Apr 26, 2015",6:30 PM,Toronto Raptors,94,Washington Wizards,125,Box Score,,
"Mon, Apr 27, 2015",7:00 PM,Atlanta Hawks,115,Brooklyn Nets,120,Box Score,OT,
"Mon, Apr 27, 2015",8:00 PM,Milwaukee Bucks,94,Chicago Bulls,88,Box Score,,
"Mon, Apr 27, 2015",10:30 PM,Memphis Grizzlies,92,Portland Trail Blazers,99,Box Score,,
"Tue, Apr 28, 2015",8:00 PM,Dallas Mavericks,94,Houston Rockets,103,Box Score,,
"Tue, Apr 28, 2015",10:30 PM,San Antonio Spurs,111,Los Angeles Clippers,107,Box Score,,
"Wed, Apr 29, 2015",7:00 PM,Brooklyn Nets,97,Atlanta Hawks,107,Box Score,,
"Wed, Apr 29, 2015",9:30 PM,Portland Trail Blazers,93,Memphis Grizzlies,99,Box Score,,
"Thu, Apr 30, 2015",7:00 PM,Chicago Bulls,120,Milwaukee Bucks,66,Box Score,,
"Thu, Apr 30, 2015",9:30 PM,Los Angeles Clippers,102,San Antonio Spurs,96,Box Score,,
"Fri, May 1, 2015",8:00 PM,Atlanta Hawks,111,Brooklyn Nets,87,Box Score,,
"Sat, May 2, 2015",8:00 PM,San Antonio Spurs,109,Los Angeles Clippers,111,Box Score,,
"Sun, May 3, 2015",1:00 PM,Washington Wizards,104,Atlanta Hawks,98,Box Score,,
"Sun, May 3, 2015",3:30 PM,Memphis Grizzlies,86,Golden State Warriors,101,Box Score,,
"Mon, May 4, 2015",7:00 PM,Chicago Bulls,99,Cleveland Cavaliers,92,Box Score,,
"Mon, May 4, 2015",9:30 PM,Los Angeles Clippers,117,Houston Rockets,101,Box Score,,
"Tue, May 5, 2015",8:00 PM,Washington Wizards,90,Atlanta Hawks,106,Box Score,,
"Tue, May 5, 2015",10:30 PM,Memphis Grizzlies,97,Golden State Warriors,90,Box Score,,
"Wed, May 6, 2015",7:00 PM,Chicago Bulls,91,Cleveland Cavaliers,106,Box Score,,
"Wed, May 6, 2015",9:30 PM,Los Angeles Clippers,109,Houston Rockets,115,Box Score,,
"Fri, May 8, 2015",8:00 PM,Cleveland Cavaliers,96,Chicago Bulls,99,Box Score,,
"Fri, May 8, 2015",10:30 PM,Houston Rockets,99,Los Angeles Clippers,124,Box Score,,
"Sat, May 9, 2015",8:00 PM,Golden State Warriors,89,Memphis Grizzlies,99,Box Score,,
"Sat, May 9, 2015",5:00 PM,Atlanta Hawks,101,Washington Wizards,103,Box Score,,
"Sun, May 10, 2015",3:30 PM,Cleveland Cavaliers,86,Chicago Bulls,84,Box Score,,
"Sun, May 10, 2015",8:30 PM,Houston Rockets,95,Los Angeles Clippers,128,Box Score,,
"Mon, May 11, 2015",9:30 PM,Golden State Warriors,101,Memphis Grizzlies,84,Box Score,,
"Mon, May 11, 2015",7:00 PM,Atlanta Hawks,106,Washington Wizards,101,Box Score,,
"Tue, May 12, 2015",7:00 PM,Chicago Bulls,101,Cleveland Cavaliers,106,Box Score,,
"Tue, May 12, 2015",9:30 PM,Los Angeles Clippers,103,Houston Rockets,124,Box Score,,
"Wed, May 13, 2015",8:00 PM,Washington Wizards,81,Atlanta Hawks,82,Box Score,,
"Wed, May 13, 2015",10:30 PM,Memphis Grizzlies,78,Golden State Warriors,98,Box Score,,
"Thu, May 14, 2015",8:00 PM,Cleveland Cavaliers,94,Chicago Bulls,73,Box Score,,
"Thu, May 14, 2015",10:30 PM,Houston Rockets,119,Los Angeles Clippers,107,Box Score,,
"Fri, May 15, 2015",9:30 PM,Golden State Warriors,108,Memphis Grizzlies,95,Box Score,,
"Fri, May 15, 2015",7:00 PM,Atlanta Hawks,94,Washington Wizards,91,Box Score,,
"Sun, May 17, 2015",3:30 PM,Los Angeles Clippers,100,Houston Rockets,113,Box Score,,
"Tue, May 19, 2015",9:00 PM,Houston Rockets,106,Golden State Warriors,110,Box Score,,
"Wed, May 20, 2015",8:30 PM,Cleveland Cavaliers,97,Atlanta Hawks,89,Box Score,,
"Thu, May 21, 2015",9:00 PM,Houston Rockets,98,Golden State Warriors,99,Box Score,,
"Fri, May 22, 2015",8:30 PM,Cleveland Cavaliers,94,Atlanta Hawks,82,Box Score,,
"Sat, May 23, 2015",9:00 PM,Golden State Warriors,115,Houston Rockets,80,Box Score,,
"Sun, May 24, 2015",8:30 PM,Atlanta Hawks,111,Cleveland Cavaliers,114,Box Score,OT,
"Mon, May 25, 2015",9:00 PM,Golden State Warriors,115,Houston Rockets,128,Box Score,,
"Tue, May 26, 2015",8:30 PM,Atlanta Hawks,88,Cleveland Cavaliers,118,Box Score,,
"Wed, May 27, 2015",9:00 PM,Houston Rockets,90,Golden State Warriors,104,Box Score,,
"Thu, Jun 4, 2015",9:00 PM,Cleveland Cavaliers,100,Golden State Warriors,108,Box Score,OT,
"Sun, Jun 7, 2015",8:00 PM,Cleveland Cavaliers,95,Golden State Warriors,93,Box Score,OT,
"Tue, Jun 9, 2015",9:00 PM,Golden State Warriors,91,Cleveland Cavaliers,96,Box Score,,
"Thu, Jun 11, 2015",9:00 PM,Golden State Warriors,103,Cleveland Cavaliers,82,Box Score,,
"Sun, Jun 14, 2015",8:00 PM,Cleveland Cavaliers,91,Golden State Warriors,104,Box Score,,
"Tue, Jun 16, 2015",9:00 PM,Golden State Warriors,105,Cleveland Cavaliers,97,Box Score,,
"Sat, Apr 16, 2016",7:00 PM,Boston Celtics,101,Atlanta Hawks,102,Box Score,,
"Sat, Apr 16, 2016",3:30 PM,Houston Rockets,78,Golden State Warriors,104,Box Score,,
"Sat, Apr 16, 2016",9:30 PM,Dallas Mavericks,70,Oklahoma City Thunder,108,Box Score,,
"Sat, Apr 16, 2016",12:30 PM,Indiana Pacers,100,Toronto Raptors,90,Box Score,,
"Sun, Apr 17, 2016",3:00 PM,Detroit Pistons,101,Cleveland Cavaliers,106,Box Score,,
"Sun, Apr 17, 2016",10:30 PM,Portland Trail Blazers,95,Los Angeles Clippers,115,Box Score,,
"Sun, Apr 17, 2016",5:30 PM,Charlotte Hornets,91,Miami Heat,123,Box Score,,
"Sun, Apr 17, 2016",8:00 PM,Memphis Grizzlies,74,San Antonio Spurs,106,Box Score,,
"Mon, Apr 18, 2016",10:30 PM,Houston Rockets,106,Golden State Warriors,115,Box Score,,
"Mon, Apr 18, 2016",8:00 PM,Dallas Mavericks,85,Oklahoma City Thunder,84,Box Score,,
"Mon, Apr 18, 2016",7:00 PM,Indiana Pacers,87,Toronto Raptors,98,Box Score,,
"Tue, Apr 19, 2016",7:00 PM,Boston Celtics,72,Atlanta Hawks,89,Box Score,,
"Tue, Apr 19, 2016",9:30 PM,Memphis Grizzlies,68,San Antonio Spurs,94,Box Score,,
"Wed, Apr 20, 2016",8:00 PM,Detroit Pistons,90,Cleveland Cavaliers,107,Box Score,,
"Wed, Apr 20, 2016",10:30 PM,Portland Trail Blazers,81,Los Angeles Clippers,102,Box Score,,
"Wed, Apr 20, 2016",7:00 PM,Charlotte Hornets,103,Miami Heat,115,Box Score,,
"Thu, Apr 21, 2016",7:00 PM,Oklahoma City Thunder,131,Dallas Mavericks,102,Box Score,,
"Thu, Apr 21, 2016",9:30 PM,Golden State Warriors,96,Houston Rockets,97,Box Score,,
"Thu, Apr 21, 2016",7:30 PM,Toronto Raptors,101,Indiana Pacers,85,Box Score,,
"Fri, Apr 22, 2016",8:00 PM,Atlanta Hawks,103,Boston Celtics,111,Box Score,,
"Fri, Apr 22, 2016",7:00 PM,Cleveland Cavaliers,101,Detroit Pistons,91,Box Score,,
"Fri, Apr 22, 2016",9:30 PM,San Antonio Spurs,96,Memphis Grizzlies,87,Box Score,,
"Sat, Apr 23, 2016",5:30 PM,Miami Heat,80,Charlotte Hornets,96,Box Score,,
"Sat, Apr 23, 2016",8:00 PM,Oklahoma City Thunder,119,Dallas Mavericks,108,Box Score,,
"Sat, Apr 23, 2016",3:00 PM,Toronto Raptors,83,Indiana Pacers,100,Box Score,,
"Sat, Apr 23, 2016",10:30 PM,Los Angeles Clippers,88,Portland Trail Blazers,96,Box Score,,
"Sun, Apr 24, 2016",6:00 PM,Atlanta Hawks,95,Boston Celtics,104,Box Score,OT,
"Sun, Apr 24, 2016",8:30 PM,Cleveland Cavaliers,100,Detroit Pistons,98,Box Score,,
"Sun, Apr 24, 2016",3:30 PM,Golden State Warriors,121,Houston Rockets,94,Box Score,,
"Sun, Apr 24, 2016",1:00 PM,San Antonio Spurs,116,Memphis Grizzlies,95,Box Score,,
"Mon, Apr 25, 2016",7:00 PM,Miami Heat,85,Charlotte Hornets,89,Box Score,,
"Mon, Apr 25, 2016",8:00 PM,Dallas Mavericks,104,Oklahoma City Thunder,118,Box Score,,
"Mon, Apr 25, 2016",10:30 PM,Los Angeles Clippers,84,Portland Trail Blazers,98,Box Score,,
"Tue, Apr 26, 2016",8:30 PM,Boston Celtics,83,Atlanta Hawks,110,Box Score,,
"Tue, Apr 26, 2016",6:00 PM,Indiana Pacers,99,Toronto Raptors,102,Box Score,,
"Wed, Apr 27, 2016",10:30 PM,Houston Rockets,81,Golden State Warriors,114,Box Score,,
"Wed, Apr 27, 2016",10:00 PM,Portland Trail Blazers,108,Los Angeles Clippers,98,Box Score,,
"Wed, Apr 27, 2016",8:00 PM,Charlotte Hornets,90,Miami Heat,88,Box Score,,
"Thu, Apr 28, 2016",8:00 PM,Atlanta Hawks,104,Boston Celtics,92,Box Score,,
"Fri, Apr 29, 2016",8:00 PM,Miami Heat,97,Charlotte Hornets,90,Box Score,,
"Fri, Apr 29, 2016",7:30 PM,Toronto Raptors,83,Indiana Pacers,101,Box Score,,
"Fri, Apr 29, 2016",10:30 PM,Los Angeles Clippers,103,Portland Trail Blazers,106,Box Score,,
"Sat, Apr 30, 2016",8:30 PM,Oklahoma City Thunder,92,San Antonio Spurs,124,Box Score,,
"Sun, May 1, 2016",3:30 PM,Portland Trail Blazers,106,Golden State Warriors,118,Box Score,,
"Sun, May 1, 2016",1:00 PM,Charlotte Hornets,73,Miami Heat,106,Box Score,,
"Sun, May 1, 2016",8:00 PM,Indiana Pacers,84,Toronto Raptors,89,Box Score,,
"Mon, May 2, 2016",7:00 PM,Atlanta Hawks,93,Cleveland Cavaliers,104,Box Score,,
"Mon, May 2, 2016",9:30 PM,Oklahoma City Thunder,98,San Antonio Spurs,97,Box Score,,
"Tue, May 3, 2016",10:30 PM,Portland Trail Blazers,99,Golden State Warriors,110,Box Score,,
"Tue, May 3, 2016",8:00 PM,Miami Heat,102,Toronto Raptors,96,Box Score,OT,
"Wed, May 4, 2016",8:00 PM,Atlanta Hawks,98,Cleveland Cavaliers,123,Box Score,,
"Thu, May 5, 2016",8:00 PM,Miami Heat,92,Toronto Raptors,96,Box Score,OT,
"Fri, May 6, 2016",7:00 PM,Cleveland Cavaliers,121,Atlanta Hawks,108,Box Score,,
"Fri, May 6, 2016",9:30 PM,San Antonio Spurs,100,Oklahoma City Thunder,96,Box Score,,
"Sat, May 7, 2016",5:00 PM,Toronto Raptors,95,Miami Heat,91,Box Score,,
"Sat, May 7, 2016",8:30 PM,Golden State Warriors,108,Portland Trail Blazers,120,Box Score,,
"Sun, May 8, 2016",3:30 PM,Cleveland Cavaliers,100,Atlanta Hawks,99,Box Score,,
"Sun, May 8, 2016",8:00 PM,San Antonio Spurs,97,Oklahoma City Thunder,111,Box Score,,
"Mon, May 9, 2016",8:00 PM,Toronto Raptors,87,Miami Heat,94,Box Score,OT,
"Mon, May 9, 2016",10:30 PM,Golden State Warriors,132,Portland Trail Blazers,125,Box Score,OT,
"Tue, May 10, 2016",8:00 PM,Oklahoma City Thunder,95,San Antonio Spurs,91,Box Score,,
"Wed, May 11, 2016",10:30 PM,Portland Trail Blazers,121,Golden State Warriors,125,Box Score,,
"Wed, May 11, 2016",8:00 PM,Miami Heat,91,Toronto Raptors,99,Box Score,,
"Thu, May 12, 2016",8:30 PM,San Antonio Spurs,99,Oklahoma City Thunder,113,Box Score,,
"Fri, May 13, 2016",8:00 PM,Toronto Raptors,91,Miami Heat,103,Box Score,,
"Sun, May 15, 2016",3:30 PM,Miami Heat,89,Toronto Raptors,116,Box Score,,
"Mon, May 16, 2016",9:00 PM,Oklahoma City Thunder,108,Golden State Warriors,102,Box Score,,
"Tue, May 17, 2016",8:30 PM,Toronto Raptors,84,Cleveland Cavaliers,115,Box Score,,
"Wed, May 18, 2016",9:00 PM,Oklahoma City Thunder,91,Golden State Warriors,118,Box Score,,
"Thu, May 19, 2016",8:30 PM,Toronto Raptors,89,Cleveland Cavaliers,108,Box Score,,
"Sat, May 21, 2016",8:30 PM,Cleveland Cavaliers,84,Toronto Raptors,99,Box Score,,
"Sun, May 22, 2016",8:00 PM,Golden State Warriors,105,Oklahoma City Thunder,133,Box Score,,
"Mon, May 23, 2016",8:30 PM,Cleveland Cavaliers,99,Toronto Raptors,105,Box Score,,
"Tue, May 24, 2016",9:00 PM,Golden State Warriors,94,Oklahoma City Thunder,118,Box Score,,
"Wed, May 25, 2016",8:30 PM,Toronto Raptors,78,Cleveland Cavaliers,116,Box Score,,
"Thu, May 26, 2016",9:00 PM,Oklahoma City Thunder,111,Golden State Warriors,120,Box Score,,
"Fri, May 27, 2016",8:30 PM,Cleveland Cavaliers,113,Toronto Raptors,87,Box Score,,
"Sat, May 28, 2016",9:00 PM,Golden State Warriors,108,Oklahoma City Thunder,101,Box Score,,
"Mon, May 30, 2016",9:00 PM,Oklahoma City Thunder,88,Golden State Warriors,96,Box Score,,
"Thu, Jun 2, 2016",9:00 PM,Cleveland Cavaliers,89,Golden State Warriors,104,Box Score,,
"Sun, Jun 5, 2016",8:00 PM,Cleveland Cavaliers,77,Golden State Warriors,110,Box Score,,
"Wed, Jun 8, 2016",9:00 PM,Golden State Warriors,90,Cleveland Cavaliers,120,Box Score,,
"Fri, Jun 10, 2016",9:00 PM,Golden State Warriors,108,Cleveland Cavaliers,97,Box Score,,
"Mon, Jun 13, 2016",9:00 PM,Cleveland Cavaliers,112,Golden State Warriors,97,Box Score,,
"Thu, Jun 16, 2016",9:00 PM,Golden State Warriors,101,Cleveland Cavaliers,115,Box Score,,
"Sun, Jun 19, 2016",8:00 PM,Cleveland Cavaliers,93,Golden State Warriors,89,Box Score,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
OT,,,,,,,,
